itemid,label,aliases,valueuom,category,fluid,structured_text
51813,"Chloride, Joint Fluid","Chloride, Joint Fluid | Chloride Joint Fluid | Chloride, Joint Fluid Joint Fluid | Chemistry Chloride, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Chloride, Joint Fluid
ALIASES: Chloride, Joint Fluid | Chloride Joint Fluid | Chloride, Joint Fluid Joint Fluid | Chemistry Chloride, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51813"
51817,Fl Scan,Fl Scan | Fl Scan Joint Fluid | Chemistry Fl Scan,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Fl Scan
ALIASES: Fl Scan | Fl Scan Joint Fluid | Chemistry Fl Scan
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51817"
51820,"Osmolality, Joint Fluid","Osmolality, Joint Fluid | Osmolality Joint Fluid | Osmolality, Joint Fluid Joint Fluid | Chemistry Osmolality, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Osmolality, Joint Fluid
ALIASES: Osmolality, Joint Fluid | Osmolality Joint Fluid | Osmolality, Joint Fluid Joint Fluid | Chemistry Osmolality, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51820"
51827,Voided Specimen,Voided Specimen | Voided Specimen Joint Fluid | Chemistry Voided Specimen,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Joint Fluid | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51827"
51021,"Creatinine, Joint Fluid","Creatinine, Joint Fluid | Creatinine Joint Fluid | Creatinine, Joint Fluid Joint Fluid | Chemistry Creatinine, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Creatinine, Joint Fluid
ALIASES: Creatinine, Joint Fluid | Creatinine Joint Fluid | Creatinine, Joint Fluid Joint Fluid | Chemistry Creatinine, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51021"
51811,"Bicarbonate,Joint Fluid","Bicarbonate,Joint Fluid | Bicarbonate Joint Fluid | Bicarbonate,Joint Fluid Joint Fluid | Chemistry Bicarbonate,Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bicarbonate,Joint Fluid
ALIASES: Bicarbonate,Joint Fluid | Bicarbonate Joint Fluid | Bicarbonate,Joint Fluid Joint Fluid | Chemistry Bicarbonate,Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51811"
51840,Beta,Beta | Beta Other Body Fluid | Chemistry Beta,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Beta
ALIASES: Beta | Beta Other Body Fluid | Chemistry Beta
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51840"
51861,"Immunoelectrophoresis, Fluid","Immunoelectrophoresis, Fluid | Immunoelectrophoresis Fluid | Immunoelectrophoresis, Fluid Other Body Fluid | Chemistry Immunoelectrophoresis, Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoelectrophoresis, Fluid
ALIASES: Immunoelectrophoresis, Fluid | Immunoelectrophoresis Fluid | Immunoelectrophoresis, Fluid Other Body Fluid | Chemistry Immunoelectrophoresis, Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51861"
51869,"Influenza A, Rapid Antigen","Influenza A, Rapid Antigen | Influenza A Rapid Antigen | Influenza A, Rapid Antigen Other Body Fluid | Chemistry Influenza A, Rapid Antigen",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Influenza A, Rapid Antigen
ALIASES: Influenza A, Rapid Antigen | Influenza A Rapid Antigen | Influenza A, Rapid Antigen Other Body Fluid | Chemistry Influenza A, Rapid Antigen
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51869"
51894,"Strep A, Rapid Antigen","Strep A, Rapid Antigen | Strep A Rapid Antigen | Strep A, Rapid Antigen Other Body Fluid | Chemistry Strep A, Rapid Antigen",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Strep A, Rapid Antigen
ALIASES: Strep A, Rapid Antigen | Strep A Rapid Antigen | Strep A, Rapid Antigen Other Body Fluid | Chemistry Strep A, Rapid Antigen
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51894"
51025,"Albumin, Body Fluid","Albumin, Body Fluid | Albumin Body Fluid | Albumin, Body Fluid Other Body Fluid | Chemistry Albumin, Body Fluid",g/dL,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Albumin, Body Fluid
ALIASES: Albumin, Body Fluid | Albumin Body Fluid | Albumin, Body Fluid Other Body Fluid | Chemistry Albumin, Body Fluid
UNIT: g/dL
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51025"
51858,HIV 1 Viral Load,HIV 1 Viral Load | HIV 1 Viral Load Other Body Fluid | Chemistry HIV 1 Viral Load,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: HIV 1 Viral Load
ALIASES: HIV 1 Viral Load | HIV 1 Viral Load Other Body Fluid | Chemistry HIV 1 Viral Load
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51858"
51882,O & P,O & P | O & P Other Body Fluid | Chemistry O & P,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: O & P
ALIASES: O & P | O & P Other Body Fluid | Chemistry O & P
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51882"
51865,Influenza A by PCR,Influenza A by PCR | Influenza A by PCR Other Body Fluid | Chemistry Influenza A by PCR,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Influenza A by PCR
ALIASES: Influenza A by PCR | Influenza A by PCR Other Body Fluid | Chemistry Influenza A by PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51865"
51841,"Blood, Occult","Blood, Occult | Blood Occult | Blood, Occult Other Body Fluid | Chemistry Blood, Occult",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Blood, Occult
ALIASES: Blood, Occult | Blood Occult | Blood, Occult Other Body Fluid | Chemistry Blood, Occult
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51841"
51876,"L/S Ratio, Amniotic Fluid","L/S Ratio, Amniotic Fluid | L/S Ratio Amniotic Fluid | L/S Ratio, Amniotic Fluid Other Body Fluid | Chemistry L/S Ratio, Amniotic Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: L/S Ratio, Amniotic Fluid
ALIASES: L/S Ratio, Amniotic Fluid | L/S Ratio Amniotic Fluid | L/S Ratio, Amniotic Fluid Other Body Fluid | Chemistry L/S Ratio, Amniotic Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51876"
51877,MRSA PCR,MRSA PCR | MRSA PCR Other Body Fluid | Chemistry MRSA PCR,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: MRSA PCR
ALIASES: MRSA PCR | MRSA PCR Other Body Fluid | Chemistry MRSA PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51877"
51838,Alpha-2,Alpha-2 | Alpha-2 Other Body Fluid | Chemistry Alpha-2,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-2
ALIASES: Alpha-2 | Alpha-2 Other Body Fluid | Chemistry Alpha-2
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51838"
51895,"Strep A, Rapid Antigen","Strep A, Rapid Antigen | Strep A Rapid Antigen | Strep A, Rapid Antigen Other Body Fluid | Chemistry Strep A, Rapid Antigen",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Strep A, Rapid Antigen
ALIASES: Strep A, Rapid Antigen | Strep A Rapid Antigen | Strep A, Rapid Antigen Other Body Fluid | Chemistry Strep A, Rapid Antigen
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51895"
51843,C. diff PCR,C. diff PCR | C. diff PCR Other Body Fluid | Chemistry C. diff PCR,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: C. diff PCR
ALIASES: C. diff PCR | C. diff PCR Other Body Fluid | Chemistry C. diff PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51843"
51042,"Sodium, Body Fluid","Sodium, Body Fluid | Sodium Body Fluid | Sodium, Body Fluid Other Body Fluid | Chemistry Sodium, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Sodium, Body Fluid
ALIASES: Sodium, Body Fluid | Sodium Body Fluid | Sodium, Body Fluid Other Body Fluid | Chemistry Sodium, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51042"
51893,Staph aureus PCR,Staph aureus PCR | Staph aureus PCR Other Body Fluid | Chemistry Staph aureus PCR,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Staph aureus PCR
ALIASES: Staph aureus PCR | Staph aureus PCR Other Body Fluid | Chemistry Staph aureus PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51893"
51036,"Lipase, Body Fluid","Lipase, Body Fluid | Lipase Body Fluid | Lipase, Body Fluid Other Body Fluid | Chemistry Lipase, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lipase, Body Fluid
ALIASES: Lipase, Body Fluid | Lipase Body Fluid | Lipase, Body Fluid Other Body Fluid | Chemistry Lipase, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51036"
51829,72 Hr Fat,72 Hr Fat | 72 Hr Fat Other Body Fluid | Chemistry 72 Hr Fat,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: 72 Hr Fat
ALIASES: 72 Hr Fat | 72 Hr Fat Other Body Fluid | Chemistry 72 Hr Fat
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51829"
51857,Fl Scan,Fl Scan | Fl Scan Other Body Fluid | Chemistry Fl Scan,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Fl Scan
ALIASES: Fl Scan | Fl Scan Other Body Fluid | Chemistry Fl Scan
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51857"
53115,RSV2,RSV2 | RSV2 Other Body Fluid | Chemistry RSV2,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: RSV2
ALIASES: RSV2 | RSV2 Other Body Fluid | Chemistry RSV2
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53115"
51027,"Bicarbonate, Other Fluid","Bicarbonate, Other Fluid | Bicarbonate Other Fluid | Bicarbonate, Other Fluid Other Body Fluid | Chemistry Bicarbonate, Other Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bicarbonate, Other Fluid
ALIASES: Bicarbonate, Other Fluid | Bicarbonate Other Fluid | Bicarbonate, Other Fluid Other Body Fluid | Chemistry Bicarbonate, Other Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51027"
51033,FetalFN,FetalFN | FetalFN Other Body Fluid | Chemistry FetalFN,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: FetalFN
ALIASES: FetalFN | FetalFN Other Body Fluid | Chemistry FetalFN
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51033"
51037,"Magnesium, Body Fluid","Magnesium, Body Fluid | Magnesium Body Fluid | Magnesium, Body Fluid Other Body Fluid | Chemistry Magnesium, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Magnesium, Body Fluid
ALIASES: Magnesium, Body Fluid | Magnesium Body Fluid | Magnesium, Body Fluid Other Body Fluid | Chemistry Magnesium, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51037"
51870,"Influenza A, Rapid Antigen","Influenza A, Rapid Antigen | Influenza A Rapid Antigen | Influenza A, Rapid Antigen Other Body Fluid | Chemistry Influenza A, Rapid Antigen",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Influenza A, Rapid Antigen
ALIASES: Influenza A, Rapid Antigen | Influenza A Rapid Antigen | Influenza A, Rapid Antigen Other Body Fluid | Chemistry Influenza A, Rapid Antigen
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51870"
53114,RSV1,RSV1 | RSV1 Other Body Fluid | Chemistry RSV1,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: RSV1
ALIASES: RSV1 | RSV1 Other Body Fluid | Chemistry RSV1
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53114"
51847,Clostrid,Clostrid | Clostrid Other Body Fluid | Chemistry Clostrid,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Clostrid
ALIASES: Clostrid | Clostrid Other Body Fluid | Chemistry Clostrid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51847"
51881,Norovirus Genogroup II,Norovirus Genogroup II | Norovirus Genogroup II Other Body Fluid | Chemistry Norovirus Genogroup II,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Norovirus Genogroup II
ALIASES: Norovirus Genogroup II | Norovirus Genogroup II Other Body Fluid | Chemistry Norovirus Genogroup II
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51881"
51854,Cryptococ,Cryptococ | Cryptococ Other Body Fluid | Chemistry Cryptococ,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Cryptococ
ALIASES: Cryptococ | Cryptococ Other Body Fluid | Chemistry Cryptococ
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51854"
51899,Trichomonas vaginalis,Trichomonas vaginalis | Trichomonas vaginalis Other Body Fluid | Chemistry Trichomonas vaginalis,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Trichomonas vaginalis
ALIASES: Trichomonas vaginalis | Trichomonas vaginalis Other Body Fluid | Chemistry Trichomonas vaginalis
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51899"
51839,Anat Path Hold,Anat Path Hold | Anat Path Hold Other Body Fluid | Chemistry Anat Path Hold,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Anat Path Hold
ALIASES: Anat Path Hold | Anat Path Hold Other Body Fluid | Chemistry Anat Path Hold
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51839"
53099,COV12,COV12 | COV12 Other Body Fluid | Chemistry COV12,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: COV12
ALIASES: COV12 | COV12 Other Body Fluid | Chemistry COV12
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53099"
53110,FLUB2,FLUB2 | FLUB2 Other Body Fluid | Chemistry FLUB2,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: FLUB2
ALIASES: FLUB2 | FLUB2 Other Body Fluid | Chemistry FLUB2
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53110"
51862,"Immunoglobulin G, Body Fluid","Immunoglobulin G, Body Fluid | Immunoglobulin G Body Fluid | Immunoglobulin G, Body Fluid Other Body Fluid | Chemistry Immunoglobulin G, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin G, Body Fluid
ALIASES: Immunoglobulin G, Body Fluid | Immunoglobulin G Body Fluid | Immunoglobulin G, Body Fluid Other Body Fluid | Chemistry Immunoglobulin G, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51862"
51889,Phosphatidylglycerol,Phosphatidylglycerol | Phosphatidylglycerol Other Body Fluid | Chemistry Phosphatidylglycerol,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Phosphatidylglycerol
ALIASES: Phosphatidylglycerol | Phosphatidylglycerol Other Body Fluid | Chemistry Phosphatidylglycerol
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51889"
51038,"Miscellaneous, Body Fluid","Miscellaneous, Body Fluid | Miscellaneous Body Fluid | Miscellaneous, Body Fluid Other Body Fluid | Chemistry Miscellaneous, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Miscellaneous, Body Fluid
ALIASES: Miscellaneous, Body Fluid | Miscellaneous Body Fluid | Miscellaneous, Body Fluid Other Body Fluid | Chemistry Miscellaneous, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51038"
53098,COV11,COV11 | COV11 Other Body Fluid | Chemistry COV11,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: COV11
ALIASES: COV11 | COV11 Other Body Fluid | Chemistry COV11
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53098"
53107,FLUA1,FLUA1 | FLUA1 Other Body Fluid | Chemistry FLUA1,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: FLUA1
ALIASES: FLUA1 | FLUA1 Other Body Fluid | Chemistry FLUA1
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53107"
53113,Rapid Respiratory Syncytial Virus,Rapid Respiratory Syncytial Virus | Rapid Respiratory Syncytial Virus Other Body Fluid | Chemistry Rapid Respiratory Syncytial Virus,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Rapid Respiratory Syncytial Virus
ALIASES: Rapid Respiratory Syncytial Virus | Rapid Respiratory Syncytial Virus Other Body Fluid | Chemistry Rapid Respiratory Syncytial Virus
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53113"
51029,"Calcium, Body Fluid","Calcium, Body Fluid | Calcium Body Fluid | Calcium, Body Fluid Other Body Fluid | Chemistry Calcium, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Calcium, Body Fluid
ALIASES: Calcium, Body Fluid | Calcium Body Fluid | Calcium, Body Fluid Other Body Fluid | Chemistry Calcium, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51029"
51026,"Amylase, Body Fluid","Amylase, Body Fluid | Amylase Body Fluid | Amylase, Body Fluid Other Body Fluid | Chemistry Amylase, Body Fluid",IU/L,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Amylase, Body Fluid
ALIASES: Amylase, Body Fluid | Amylase Body Fluid | Amylase, Body Fluid Other Body Fluid | Chemistry Amylase, Body Fluid
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51026"
51028,"Bilirubin, Total, Body Fluid","Bilirubin, Total, Body Fluid | Bilirubin Total Body Fluid | Bilirubin, Total, Body Fluid Other Body Fluid | Chemistry Bilirubin, Total, Body Fluid",mg/dL,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Total, Body Fluid
ALIASES: Bilirubin, Total, Body Fluid | Bilirubin Total Body Fluid | Bilirubin, Total, Body Fluid Other Body Fluid | Chemistry Bilirubin, Total, Body Fluid
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51028"
51040,"Phosphate, Body Fluid","Phosphate, Body Fluid | Phosphate Body Fluid | Phosphate, Body Fluid Other Body Fluid | Chemistry Phosphate, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Phosphate, Body Fluid
ALIASES: Phosphate, Body Fluid | Phosphate Body Fluid | Phosphate, Body Fluid Other Body Fluid | Chemistry Phosphate, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51040"
53106,E GENE ENDPT,E GENE ENDPT | E GENE ENDPT Other Body Fluid | Chemistry E GENE ENDPT,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: E GENE ENDPT
ALIASES: E GENE ENDPT | E GENE ENDPT Other Body Fluid | Chemistry E GENE ENDPT
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53106"
51035,"LD, Body Fluid","LD, Body Fluid | LD Body Fluid | LD, Body Fluid Other Body Fluid | Chemistry LD, Body Fluid",IU/L,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: LD, Body Fluid
ALIASES: LD, Body Fluid | LD Body Fluid | LD, Body Fluid Other Body Fluid | Chemistry LD, Body Fluid
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51035"
51833,"AFP, Amniotic Fluid","AFP, Amniotic Fluid | AFP Amniotic Fluid | AFP, Amniotic Fluid Other Body Fluid | Chemistry AFP, Amniotic Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: AFP, Amniotic Fluid
ALIASES: AFP, Amniotic Fluid | AFP Amniotic Fluid | AFP, Amniotic Fluid Other Body Fluid | Chemistry AFP, Amniotic Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51833"
51901,Voided Specimen,Voided Specimen | Voided Specimen Other Body Fluid | Chemistry Voided Specimen,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Other Body Fluid | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51901"
51887,"PEP, Body Fluid","PEP, Body Fluid | PEP Body Fluid | PEP, Body Fluid Other Body Fluid | Chemistry PEP, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: PEP, Body Fluid
ALIASES: PEP, Body Fluid | PEP Body Fluid | PEP, Body Fluid Other Body Fluid | Chemistry PEP, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51887"
53105,E GENE CT,E GENE CT | E GENE CT Other Body Fluid | Chemistry E GENE CT,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: E GENE CT
ALIASES: E GENE CT | E GENE CT Other Body Fluid | Chemistry E GENE CT
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 53105"
51045,"Urea Nitrogen, Body Fluid","Urea Nitrogen, Body Fluid | Urea Nitrogen Body Fluid | Urea Nitrogen, Body Fluid Other Body Fluid | Chemistry Urea Nitrogen, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen, Body Fluid
ALIASES: Urea Nitrogen, Body Fluid | Urea Nitrogen Body Fluid | Urea Nitrogen, Body Fluid Other Body Fluid | Chemistry Urea Nitrogen, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51045"
51831,Acid MAO,Acid MAO | Acid MAO Other Body Fluid | Chemistry Acid MAO,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Acid MAO
ALIASES: Acid MAO | Acid MAO Other Body Fluid | Chemistry Acid MAO
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51831"
51872,Influenza B by PCR,Influenza B by PCR | Influenza B by PCR Other Body Fluid | Chemistry Influenza B by PCR,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Influenza B by PCR
ALIASES: Influenza B by PCR | Influenza B by PCR Other Body Fluid | Chemistry Influenza B by PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51872"
51031,"Cholesterol, Body Fluid","Cholesterol, Body Fluid | Cholesterol Body Fluid | Cholesterol, Body Fluid Other Body Fluid | Chemistry Cholesterol, Body Fluid",,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, Body Fluid
ALIASES: Cholesterol, Body Fluid | Cholesterol Body Fluid | Cholesterol, Body Fluid Other Body Fluid | Chemistry Cholesterol, Body Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51031"
51842,Bun,Bun | Bun Other Body Fluid | Chemistry Bun,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bun
ALIASES: Bun | Bun Other Body Fluid | Chemistry Bun
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51842"
51856,Epr,Epr | Epr Other Body Fluid | Chemistry Epr,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Epr
ALIASES: Epr | Epr Other Body Fluid | Chemistry Epr
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51856"
51897,Surfactant/Albumin,Surfactant/Albumin | Surfactant/Albumin Other Body Fluid | Chemistry Surfactant/Albumin,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Surfactant/Albumin
ALIASES: Surfactant/Albumin | Surfactant/Albumin Other Body Fluid | Chemistry Surfactant/Albumin
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51897"
51907,reuse1,reuse1 | reuse1 Other Body Fluid | Chemistry reuse1,,Chemistry,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: reuse1
ALIASES: reuse1 | reuse1 Other Body Fluid | Chemistry reuse1
UNIT: 
CATEGORY: Chemistry
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51907"
